actual_tweets,final_sentiment,clean_tweets,positive_count,negative_count
RT AndyFillmoreHFX Halifax is hurting from an immeasurable loss of life today following a house fire in Spryfield They arrived as refu ,Negative,andyfillmorehfx halifax hurting immeasurable loss life following house fire spryfield arrived refu,1,6
 queenchristina They could trigger an election Corbyn They have handed the field of battle to the brexiteers in ,Neutral,queenchristina trigger election corbyn handed field battle brexiteers,0,0
RT TourismCB Sign us up RT VisitNovaScotia A2 Burger Week is coming up in Halifax in March Nothing warms you up in winter like a d ,Neutral,tourismcb sign visitnovascotia a burger week coming halifax march warms winter,2,2
RT thestarhalifax This is the family impacted by the fatal fire that killed seven children A neighbour said the family included seven ch ,Negative,thestarhalifax family impacted fatal fire killed seven children neighbour family included seven,1,6
 AirCanada Do you anticipate putting a travel advisory out for Halifax ,Negative,aircanada anticipate putting travel advisory halifax,0,1
Salaried GP Role Halifax doctorsjobsnz weloveUKGPs,Negative,salaried gp role halifax doctorsjobsnz weloveukgps,1,2
RT Cam Oflage it would be rly good if the general energy in Canada shifted away from assuming we can t end up like Brazil the US etc ,Negative,oflage energy canada shifted assuming brazil etc,0,1
that s my highschool alright,Positive,highschool alright,1,0
RT londoncclc Our hearts and thoughts are with family and friends of the Barho family Syrian Refugees who came to Canada in 2017 Seven ,Neutral,londoncclc hearts family friends barho family syrian refugees canada  seven,0,0
RT FireFitWorld Sending prayers and support to all of our FireFit Family in Halifax Also to the family and friends of the Barho family ,Negative,firefitworld sending prayers support firefit family halifax family friends barho family,1,4
RT TorontoStar Financial support is pouring in for the parents who lost their seven children in a devastating house fire on Tuesday http ,Negative,torontostar financial support pouring parents lost seven children devastating house fire tuesday http,1,3
RT BethPJohnston Woman asking people to put stuffed animals on doorsteps to remember seven kids killed in Halifax fire The Star https ,Negative,bethpjohnston woman people stuffed animals doorsteps remember seven kids killed halifax fire star https,1,4
At first glance this paragraph could be from a piece published today but actually it was written about Halifax i ,Negative,glance paragraph piece published actually written halifax,0,1
RT VisitNovaScotia A2 Burger Week is coming up in Halifax in March Nothing warms you up in winter like a delicious burger Photo via Ri ,Positive,visitnovascotia a burger week coming halifax march warms winter delicious burger photo via,4,2
RT DomAnglade Quelle trag die comment ne pas tre boulvers par ce drame lan de solidarit pour les enfants syriens morts dans un in ,Positive,domanglade quelle trag die comment pas tre boulvers drame lan solidarit pour enfants syriens morts dans,2,1
RT CaptainAnatine very tragic they may have been unfamiliar with western appliances and safety precautions we just take for granted ht ,Negative,captainanatine tragic unfamiliar western appliances safety precautions granted,1,6
Find out more about the dangers of deepfakes and other synthetic media at a free lecture by carljackmiller on M ,Negative,dangers deepfakes synthetic media free lecture carljackmiller,1,3
That is awful a family of 9 has now come to 2 very sad may the 7 children Rest In Peace and I hope their par ,Negative,awful family   sad  children peace hope,1,2
RT AndyFillmoreHFX Halifax is hurting from an immeasurable loss of life today following a house fire in Spryfield They arrived as refu ,Negative,andyfillmorehfx halifax hurting immeasurable loss life following house fire spryfield arrived refu,1,6
We would like to express our sorrow to all affected by this devastating fire Please take the time to test your smo ,Negative,express sorrow affected devastating fire please time smo,1,5
RT DomAnglade Quelle trag die comment ne pas tre boulvers par ce drame lan de solidarit pour les enfants syriens morts dans un in ,Positive,domanglade quelle trag die comment pas tre boulvers drame lan solidarit pour enfants syriens morts dans,2,1
RT ppforumca Find out more about the dangers of deepfakes and other synthetic media at a free lecture by carljackmiller on March 6 at ,Negative,ppforumca dangers deepfakes synthetic media free lecture carljackmiller march ,1,4
Two arrested in Halifax after guns stolen from Hantsport home ,Negative,arrested halifax guns stolen hantsport home,0,3
Trag die humaine Famille syrienne qui a fuit son pays d vast est d cim e dans son pays d accueil Canada Les 7 e ,Negative,trag die humaine famille syrienne fuit son pays vast cim dans son pays accueil canada ,0,2
 Coopacdc Hello thank you for reaching out to us We currently do not have Halifax in our Daily Travel Advisory li ,Negative,coopacdc hello thank reaching currently halifax daily travel advisory,1,4
RT Laker PatHealey Put a Teddy Bear outside on your doorstep in support of the BarhoFamily SpryfieldStrong ElmsdaleStrong Halifax Sp ,Positive,laker pathealey teddy bear outside doorstep support barhofamily spryfieldstrong elmsdalestrong halifax sp,3,2
RT NoticiasAirSim El pr ximo 2 de marzo en vatsimSpain y CZQM FIR evento Cross The Pond Lite Eastbound Entre Halifax y Bilbao de 13z ,Negative,noticiasairsim ximo  marzo vatsimspain czqm evento pond lite eastbound entre halifax bilbao z,0,4
Bayers Road inbound broken down bus close to Halifax Shopping Center ,Negative,bayers road inbound broken bus close halifax shopping center,0,4
RT MBBerjawi While studying medicine at LebAmUniv I had my medical electives in the hospitals of Halifax Montreal and Toronto ironical ,Negative,mbberjawi studying medicine lebamuniv medical electives hospitals halifax montreal toronto ironical,0,4
THIS Vancouver SchittsCreek danjlevy schittstour SchittsTour,Neutral,vancouver schittscreek danjlevy schittstour schittstour,0,0
RT CTVNewsNorthern To honour the seven children killed in the Halifax fire one woman is leading an effort to have neighbours put out ted ,Negative,ctvnewsnorthern honour seven children killed halifax fire woman leading effort neighbours,3,6
Syrian refugee family in Halifax Canada bus all died in a house fire except the mom Please pray for them and support ,Negative,syrian refugee family halifax canada bus died house fire except mom please pray support,2,6
RT firebethfox Halifax peeps Are you starting a new business in NovaScotia Have you recently registered a Sole Prop Partnership Got 1 ,Negative,firebethfox halifax peeps starting business novascotia recently registered sole prop partnership ,0,3
RT NatashaPace A GoFundMe Page to help with expenses following the tragic deaths of 7 children this morning in Halifax has raised over 5 ,Negative,natashapace gofundme page help expenses following tragic deaths  children morning halifax raised ,2,3
RT kyliesmiles101 7 children of Syrian refugee family dead in Halifax house fire CBC News ,Negative,kyliesmiles  children syrian refugee family dead halifax house fire cbc news,2,5
RT boonaamohammed Syrian refugee family in Halifax Canada all died in a house fire except the mom Please pray for them and support the ,Negative,boonaamohammed syrian refugee family halifax canada died house fire except mom please pray support,2,6
Go on big jack laaaddd,Neutral,jack laaaddd,0,0
RT boonaamohammed Syrian refugee family in Halifax Canada all died in a house fire except the mom Please pray for them and support the ,Negative,boonaamohammed syrian refugee family halifax canada died house fire except mom please pray support,2,6
 It seems impossible Group that sponsored Syrian refugee family mourns children killed in fire CBC News ,Negative,impossible sponsored syrian refugee family mourns children killed fire cbc news,1,6
It was a gorgeous but chilly at Queensland Beach today Halifax not Australia May have been walking on the mo ,Negative,gorgeous chilly queensland beach halifax australia walking,1,3
RT thestarhalifax Just in from police ,Negative,thestarhalifax police,0,1
RT Cam Oflage it would be rly good if the general energy in Canada shifted away from assuming we can t end up like Brazil the US etc ,Negative,oflage energy canada shifted assuming brazil etc,0,1
Actions will always speak louder than words If there is one thing I am known for is being a go getter geterdone ,Negative,actions speak louder words getter geterdone,0,2
RT CBCAlerts Police at N S school responding to weapons complaint Nearby streets shut down Halifax Regional Police asking people to avo ,Negative,cbcalerts police school responding weapons complaint nearby streets shut halifax regional police people avo,0,5
RT CBCAlerts Police at N S school responding to weapons complaint Nearby streets shut down Halifax Regional Police asking people to avo ,Negative,cbcalerts police school responding weapons complaint nearby streets shut halifax regional police people avo,0,5
HALIFAX Treat us with respect We re a Big City ALSO HALIFAX Please hold this bright orange safety flag when you use the crosswalk ,Positive,halifax treat respect city halifax please hold bright orange safety flag crosswalk,5,4
RT jackhauen Meanwhile here are some comments from the alt right metacanada subreddit on the Halifax fire that killed seven children ,Negative,jackhauen meanwhile comments metacanada subreddit halifax fire killed seven children,1,4
RT Gandom09272930 In the recent years IranianRefugeesInTurkey have lost all opportunities to provide a reasonable condition for our chil ,Negative,gandom recent iranianrefugeesinturkey lost opportunities provide reasonable condition chil,1,2
Dartmouth High School on lockdown following weapons complaint via torontostar,Negative,dartmouth school lockdown following weapons complaint via torontostar,1,2
